Unnamed: 0,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
6,101047,Douglas Shah,,2023-11-22 12:12:05,2023-11-22 12:12:05,"Eleanor was located near the hospital, appearing disoriented, prompting a report to ensure her safety and provide appropriate assistance.",2,1,999589,Eleanor feels secure and supported in her current environment.,,,100,1,Eleanor remained calm and cooperative with the police during the encounter.,"The parents' attitude could have been one of concern and defensiveness, likely worried about their child's well-being and the implications of the encounter with the police.",Eleanor consented to database input and understands the situation.,,28-Nov-2022 14:48:11.000Z[UTC],Eleanor,Gilbert,,2021-06-24 16:38:05,Cardiff,Punjabi,1,No,,White Romani,Female,Gemma,N,N,5676,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,101048,Benjamin Ryan,,2023-12-07 16:14:05,2023-12-09 16:14:05,,100,1,999635,Eleanor is a repeated victim receiving ongoing support services.,,,100,2,Eleanor felt anxious but hopeful about police support this time.,The parents' attitude could have been one of concern and skepticism regarding the police's ability to provide support.,Eleanor feels secure sharing details for future protection.,,28-Nov-2022 14:48:11.000Z[UTC],Eleanor,Gilbert,,2021-06-24 16:38:05,Cardiff,Punjabi,1,No,,White Romani,Female,Gemma,Y,N,5676,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101049,Brenda James,Unable to locate,2022-09-08 22:09:18,2022-09-08 22:09:18,,4,1,170354,Gerard is currently safe and not involved in harmful activities.,Unable to locate,Unable to locate,100,2,Gerard seemed wary of the police and unwilling to engage with them.,The parents' attitude towards engagement with the police may have been cautious or protective.,Gerard cannot provide consent for database input.,,28-Nov-2022 14:48:11.000Z[UTC],Gerard,Hooper,,2022-09-04 20:58:18,Wells,English,1,No,,Asian Chinese,Male,,N,N,9274,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101050,Antony Turnbull,,2023-02-24 22:50:18,2023-02-25 04:52:18,Gerard was seen at the shopping mall after leaving home.,4,1,402932,Gerard is currently safe and thriving in a supportive environment.,,,100,1,Gerard seemed indifferent towards the police and the situation at hand.,The parents' attitude could have been one of concern or apprehension regarding the engagement with police.,Gerard understood and consented to the database input.,,28-Nov-2022 14:48:11.000Z[UTC],Gerard,Hooper,,2022-09-04 20:58:18,Wells,English,1,No,,Asian Chinese,Male,,N,N,9274,,,shopping mall,,,,disconnected utilities before leaving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,101051,Brenda James,,2023-05-18 16:56:18,2023-05-20 16:56:18,,2,1,615543,Gerard is healthy and supported by friends and family.,,,100,2,Gerard felt indifferent towards the police and their involvement.,Parents' attitudes towards police engagement could have varied widely.,Gerard consented to database input and understands the situation.,,28-Nov-2022 14:48:11.000Z[UTC],Gerard,Hooper,,2022-09-04 20:58:18,Wells,English,1,No,,Asian Chinese,Male,,N,N,9274,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,101052,Gerard Hooper,,2023-06-19 14:09:18,2023-06-21 14:09:18,,4,1,658755,Gerard is doing well and has not experienced any victimization.,,,100,1,Gerard seemed cooperative and respectful towards the police.,"Based on the youth's cooperative and respectful demeanor towards the police, it is likely that the parents maintained a supportive and positive attitude towards law enforcement.",Gerard aware of situation and consented to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Gerard,Hooper,,2022-09-04 20:58:18,Wells,English,1,No,,Asian Chinese,Male,,N,N,9274,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,101053,Gerard Hooper,,2023-07-14 15:40:18,2023-07-14 15:40:18,,2,1,996449,Gerard is thriving and engaged in positive activities.,,,100,2,Gerard seemed indifferent towards the police involvement.,The parents' attitude towards police involvement might have been cautious or concerned.,Gerard aware and consenting to details being recorded.,,28-Nov-2022 14:48:11.000Z[UTC],Gerard,Hooper,,2022-09-04 20:58:18,Wells,English,1,No,,Asian Chinese,Male,,N,N,9274,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,101054,Gerard Hooper,,2023-11-09 05:57:18,2023-11-11 05:57:18,"Gerard was seen with colleague Maria Smith, causing concern about his well-being.",4,1,996604,Gerard is doing well and is not a victim or perpetrator.,,,100,1,Gerard appeared indifferent towards the police and the situation.,The parents' attitude towards engagement with the police could have been one of concern and caution.,Gerard aware and consenting to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Gerard,Hooper,,2022-09-04 20:58:18,Wells,English,1,No,,Asian Chinese,Male,,N,N,9274,,,,,,colleague Maria Smith,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,101055,Gerard Hooper,,2024-02-22 09:27:18,2024-02-22 09:27:18,Gerard disconnected utilities before leaving home.,1,1,998326,Gerard is doing well and is not involved in any incidents.,,,100,1,Gerard showed a casual attitude towards police involvement.,"Given the youth's casual attitude towards police involvement, it is possible that the parents exhibited a more cautious or concerned perspective.",Gerard consented to database input without any concerns.,,28-Nov-2022 14:48:11.000Z[UTC],Gerard,Hooper,,2022-09-04 20:58:18,Wells,English,1,No,,Asian Chinese,Male,,N,N,9274,,,,,,,disconnected utilities before leaving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,101056,Natasha Jones,Would not engage with police,2024-06-29 10:08:18,2024-06-29 10:08:18,Gerard disconnected utilities and was last seen at the shopping mall with a colleague.,100,1,999909,Gerard is currently safe but reluctant to engage with authorities.,Would not engage with police,Would not engage with police,100,1,"Gerard was indifferent, refusing to engage with the police.",The parents' attitude could have been one of concern or caution regarding the police.,Gerard refused consent and declined to engage with authorities.,,28-Nov-2022 14:48:11.000Z[UTC],Gerard,Hooper,,2022-09-04 20:58:18,Wells,English,1,No,,Asian Chinese,Male,,N,N,9274,,,shopping mall,,colleague,,disconnected utilities before leaving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,101057,Brenda James,Unable to locate,2024-07-11 08:34:18,2024-07-11 08:34:18,"Gerard, a 14-year-old, has been noted for seeking solitude, prompting concerns about his wellbeing. His friend mentioned that Gerard often withdraws unexpectedly, leaving social situations abruptly. The report aims to ensure Gerard receives the appropriate support needed.",2,1,999954,Gerard's wellbeing is monitored due to consent issues.,Unable to locate,Unable to locate,100,1,Gerard seemed indifferent and aloof towards the police involvement.,"Given Gerard's indifference and aloofness towards police involvement, it can be inferred that his parents might have had a more critical or mistrustful attitude towards the police.",Gerard unable to provide consent for database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Gerard,Hooper,,2022-09-04 20:58:18,Wells,English,1,No,,Asian Chinese,Male,,N,N,9274,,,,,friend,,seeking solitude,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
9,101058,Gerard Hooper,,2024-07-21 01:46:18,2024-07-21 01:46:18,Gerard felt apprehensive at a friend’s house.,2,1,1000041,"Gerard is safe and well, with no reported incidents.",,,100,1,Gerard seemed indifferent to the police involvement in his situation.,The parents' attitude could have been one of concern or disapproval regarding police involvement.,Gerard consented to database input and understands the situation.,,28-Nov-2022 14:48:11.000Z[UTC],Gerard,Hooper,,2022-09-04 20:58:18,Wells,English,1,No,,Asian Chinese,Male,,N,N,9274,,,friend’s house,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,101059,Ronald Wilkinson,,2024-11-08 15:43:18,2024-11-10 15:43:18,"Gerard disconnected utilities before leaving home. He was later found at a nearby shopping mall, and then seen at the sports arena accompanied by a friend.",1,1,1000051,Gerard is doing well and is not facing any risks.,,,100,1,Gerard showed a cooperative and understanding attitude towards the police.,The parents may have demonstrated a supportive and trusting attitude towards the police.,Gerard consented to database input regarding his situation.,,28-Nov-2022 14:48:11.000Z[UTC],Gerard,Hooper,,2022-09-04 20:58:18,Wells,English,1,No,,Asian Chinese,Male,,N,N,9274,,,"shopping mall,home,sports arena",,friend,,disconnected utilities before leaving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,101060,Gerard Hooper,,2025-03-18 10:38:18,2025-03-20 10:38:18,Gerard planned to sleep rough after visiting,4,1,1000076,Gerard is healthy and not involved in any harmful activities.,,,100,2,Gerard felt indifferent towards the Police involvement in his situation.,"Given the youth's indifference towards police involvement, it is possible that the parents may have taken a more critical or protective stance.",Gerard consented to have details recorded in the database.,,28-Nov-2022 14:48:11.000Z[UTC],Gerard,Hooper,,2022-09-04 20:58:18,Wells,English,1,No,,Asian Chinese,Male,,N,N,9274,,,,,,,planned to sleep rough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,101061,Gerard Hooper,,2025-05-20 20:18:18,2025-05-22 20:18:18,,4,1,1000079,Gerard is safe and receiving support from trusted adults.,,,100,2,Gerard was indifferent towards police involvement in his situation.,"Based on the youth's indifference towards police involvement, the parents' attitude could have been one of concern or skepticism.",Gerard consenting and aware of database input for safety.,,28-Nov-2022 14:48:11.000Z[UTC],Gerard,Hooper,,2022-09-04 20:58:18,Wells,English,1,No,,Asian Chinese,Male,,N,N,9274,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,101062,Stuart Kaur,,2025-06-23 01:58:18,2025-06-23 01:58:18,Gerard often seeks solitude at home and friend's house.,100,1,1000093,"Gerard is safe and well, with no history of victimization.",,,100,1,Gerard seemed indifferent about police involvement.,The parents may have held a more cautious or negative attitude toward police involvement.,Gerard consented to database entry and understands the situation.,,28-Nov-2022 14:48:11.000Z[UTC],Gerard,Hooper,,2022-09-04 20:58:18,Wells,English,1,No,,Asian Chinese,Male,,N,N,9274,,,"home,house",,,,seeking solitude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101063,Pamela Taylor,Would not engage with police,2016-01-25 06:45:13,2016-01-27 06:45:13,Glenn is homeless.,2,1,728172,Glenn shows signs of dementia and requires ongoing support.,Would not engage with police,Would not engage with police,100,2,,,Glenn unable to engage; does not understand situation fully.,,28-Nov-2022 14:48:11.000Z[UTC],Glenn,Green,,2016-01-12 03:25:13,Doncaster,Spanish,1,Yes (please specify),Dementia,Asian Chinese,Male,LightSlateGray,N,N,1019,,,,,,,believed to be homeless,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
1,101064,Glenn Green,,2016-07-21 20:21:13,2016-07-21 20:21:13,,4,1,843393,Glenn requires ongoing support due to dementia-related challenges.,,,100,2,,,Glenn lacks capacity to fully comprehend the situation due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Glenn,Green,,2016-01-12 03:25:13,Doncaster,Spanish,1,Yes (please specify),Dementia,Asian Chinese,Male,LightSlateGray,N,N,1019,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2,101065,Glenn Green,,2016-11-13 06:37:13,2016-11-13 06:37:13,"Glenn, 76, believed to be homeless with dementia, was last seen near a cave. He requires medical support due to his condition.",2,1,935764,Glenn requires support due to dementia and is monitored closely.,,,100,2,,,"Glenn consented, but may struggle to understand implications.",,28-Nov-2022 14:48:11.000Z[UTC],Glenn,Green,,2016-01-12 03:25:13,Doncaster,Spanish,1,Yes (please specify),Dementia,Asian Chinese,Male,LightSlateGray,N,N,1019,,,cave,,,,believed to be homeless,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3,101066,Glenn Green,,2016-11-25 01:19:13,2016-11-25 01:19:13,"Glenn, believed to be homeless, was seen by colleague Raymond in need of help.",100,1,951219,Glenn requires support due to dementia-related cognitive challenges.,,,100,2,,,Glenn acknowledged input consent despite dementia affecting understanding.,,28-Nov-2022 14:48:11.000Z[UTC],Glenn,Green,,2016-01-12 03:25:13,Doncaster,Spanish,1,Yes (please specify),Dementia,Asian Chinese,Male,LightSlateGray,N,N,1019,,,,Raymond,colleague,,believed to be homeless,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
4,101067,Glenn Green,,2016-12-03 20:17:13,2016-12-05 20:17:13,"Glenn, believed to be homeless, was last seen by friend Anne, showing signs of confusion.",100,1,986294,Glenn experiences confusion but is safe and well cared for.,,,100,2,,,Glenn lacks capacity to fully comprehend due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Glenn,Green,,2016-01-12 03:25:13,Doncaster,Spanish,1,Yes (please specify),Dementia,Asian Chinese,Male,LightSlateGray,N,N,1019,,,,,,friend Anne,believed to be homeless,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
5,101068,Pamela Taylor,,2017-01-08 10:57:13,2017-01-10 10:57:13,"Glenn found in cave, seems homeless.",2,1,993371,Glenn is receiving appropriate support for his dementia care.,,,100,2,,,"Glenn consented to database entry, understanding the situation.",,28-Nov-2022 14:48:11.000Z[UTC],Glenn,Green,,2016-01-12 03:25:13,Doncaster,Spanish,1,Yes (please specify),Dementia,Asian Chinese,Male,LightSlateGray,N,N,1019,,,cave,,,,believed to be homeless,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,101069,Glenn Green,,2017-06-14 08:09:13,2017-06-14 08:09:13,,4,1,994439,Glenn is receiving appropriate support for his dementia care.,,,100,2,,,Glenn lacks full understanding due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Glenn,Green,,2016-01-12 03:25:13,Doncaster,Spanish,1,Yes (please specify),Dementia,Asian Chinese,Male,LightSlateGray,N,N,1019,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,101070,Glenn Green,,2017-10-11 15:29:13,2017-10-13 15:29:13,,2,1,997055,Glenn requires support due to his dementia condition.,,,100,1,,,Glenn lacks capacity to fully understand the situation due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Glenn,Green,,2016-01-12 03:25:13,Doncaster,Spanish,1,Yes (please specify),Dementia,Asian Chinese,Male,LightSlateGray,N,N,1019,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8,101071,Glenn Green,,2018-02-16 18:07:13,2018-02-16 18:07:13,,100,1,997313,Glenn requires support due to his dementia condition.,,,100,2,,,"Glenn acknowledged data entry, understands limitations due to dementia.",,28-Nov-2022 14:48:11.000Z[UTC],Glenn,Green,,2016-01-12 03:25:13,Doncaster,Spanish,1,Yes (please specify),Dementia,Asian Chinese,Male,LightSlateGray,N,N,1019,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9,101072,Glenn Green,,2018-03-01 14:27:13,2018-03-01 14:27:13,"Glenn found in cave, disoriented.",2,1,999546,Glenn is receiving support for dementia and is stable.,,,100,1,,,Glenn lacks capacity to fully understand the situation.,,28-Nov-2022 14:48:11.000Z[UTC],Glenn,Green,,2016-01-12 03:25:13,Doncaster,Spanish,1,Yes (please specify),Dementia,Asian Chinese,Male,LightSlateGray,N,N,1019,,,cave,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,101073,Samuel Bishop,,2021-10-06 08:18:06,2021-10-06 08:18:06,,4,1,217336,Samuel is currently in good health and receiving support.,,,100,1,,,"Samuel understands situation, consent given for database entry.",,28-Nov-2022 14:48:11.000Z[UTC],Samuel,Bishop,,2021-05-31 14:37:06,Chester,English,1,Yes (please specify),Other,Asian Indian,Male,MidnightBlue,N,N,9610,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101074,Samuel Bishop,,2022-01-05 03:29:06,2022-01-05 03:29:06,"Samuel was found at the marina, estranged from his relatives.",2,1,920789,Samuel is supported and manages his disability effectively.,,,100,1,,,"Samuel agreed to database input, feels informed about situation.",,28-Nov-2022 14:48:11.000Z[UTC],Samuel,Bishop,,2021-05-31 14:37:06,Chester,English,1,Yes (please specify),Other,Asian Indian,Male,MidnightBlue,N,N,9610,,,,,,,estranged from relatives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,101075,Frank Wood,No consent was given for information to be shared.,2022-02-04 17:22:06,2022-02-06 17:22:06,"Samuel was seen at the roadhouse, expressing distress, later found wandering near the dock/marina.",1,1,927253,Samuel is receiving support for his disability and wellbeing.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,,,Samuel objected to sharing information without his consent.,,28-Nov-2022 14:48:11.000Z[UTC],Samuel,Bishop,,2021-05-31 14:37:06,Chester,English,1,Yes (please specify),Other,Asian Indian,Male,MidnightBlue,N,N,9610,,,roadhouse,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,101076,Samuel Bishop,,2022-06-01 06:22:06,2022-06-03 06:22:06,,4,1,981635,Samuel is coping well with his disability and receiving support.,,,100,2,,,[Samuel] understands situation and consented to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Samuel,Bishop,,2021-05-31 14:37:06,Chester,English,1,Yes (please specify),Other,Asian Indian,Male,MidnightBlue,N,N,9610,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101077,Jacob West,,2019-08-23 06:30:32,2019-08-23 13:43:32,"Jacob is missing after contact with an unknown online group, last seen at ferry.",100,1,844756,Jacob is currently safe and does not require immediate support.,,,100,1,,,Jacob consented to information being shared for support purposes.,,28-Nov-2022 14:48:11.000Z[UTC],Jacob,West,,2019-08-04 04:33:32,Lancaster,English,1,Not Known,,White English,Male,Charlene,N,N,5812,,,ferry,,,,in touch with unknown online group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101078,Jacob West,,2020-01-21 07:56:32,2020-01-21 07:56:32,"Jacob, aged 27, was reported due to his recent engagement with an unknown online group. Despite currently being stable and not facing any immediate harm, the concern arose around his activities in a snow area that has limited connectivity. Friends noted a change in behavior, highlighting his online interactions as new and concerning. This report was filed as a precautionary measure to ensure continued safety and to monitor any potential influence from the unknown group, given the isolated location.",100,1,852911,Jacob is stable and not currently facing any harm.,,,100,2,,,Jacob consented to have his details recorded in the database.,,28-Nov-2022 14:48:11.000Z[UTC],Jacob,West,,2019-08-04 04:33:32,Lancaster,English,1,Not Known,,White English,Male,Charlene,N,N,5812,,,snow area,,,,in touch with unknown online group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,101079,Mohammad West,,2020-02-13 10:58:32,2020-02-15 10:58:32,Jacob missing after hike in snowy area.,100,1,963279,Jacob is doing well and feels secure in his environment.,,,100,2,,,"Jacob agreed to data input, understanding the situation fully.",,28-Nov-2022 14:48:11.000Z[UTC],Jacob,West,,2019-08-04 04:33:32,Lancaster,English,1,Not Known,,White English,Male,Charlene,N,N,5812,,,snow,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,101080,Mohammad West,No consent was given for information to be shared.,2020-07-28 12:23:32,2020-07-29 03:06:32,,2,1,985902,"Jacob is stable, no consent to share his information.",No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,,,Jacob prefers not to have his information shared.,,28-Nov-2022 14:48:11.000Z[UTC],Jacob,West,,2019-08-04 04:33:32,Lancaster,English,1,Not Known,,White English,Male,Charlene,N,N,5812,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,101081,Jacob West,,2020-08-10 21:47:32,2020-08-10 21:47:32,"Jacob was seen in a snow area, appearing disoriented. Local authorities were contacted due to severe weather conditions. Jacob is stable and receiving proper care. No signs of repeated victimization or perpetration. Consent for reporting was confirmed.",100,1,994258,Jacob is handling challenges well and receiving appropriate support.,,,100,2,,,Jacob aware of situation and consents to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Jacob,West,,2019-08-04 04:33:32,Lancaster,English,1,Not Known,,White English,Male,Charlene,N,N,5812,,,snow area,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,101082,Jacob West,,2020-08-19 02:08:32,2020-08-21 02:08:32,,2,1,997507,Jacob is doing well and is not currently at risk.,,,100,1,,,Jacob understands the situation and consented to the input.,,28-Nov-2022 14:48:11.000Z[UTC],Jacob,West,,2019-08-04 04:33:32,Lancaster,English,1,Not Known,,White English,Male,Charlene,N,N,5812,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,101083,Cameron Mills,Would not engage with police,2020-09-08 23:31:32,2020-09-10 23:31:32,"Jacob has left creative works behind, worrying his friend Samuel, who noticed a shift in behavior. Despite his stable condition, Jacob declined further police engagement.",1,1,998666,Jacob is stable but declined to engage with support services.,Would not engage with police,Would not engage with police,100,1,,,Jacob declined police involvement and does not consent to input.,,28-Nov-2022 14:48:11.000Z[UTC],Jacob,West,,2019-08-04 04:33:32,Lancaster,English,1,Not Known,,White English,Male,Charlene,N,N,5812,,,,Samuel,friend,,left creative works behind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,101084,Cameron Mills,Unable to locate,2020-12-07 14:08:32,2020-12-07 14:08:32,,100,1,998984,Jacob is currently under review for well-being support services.,Unable to locate,Unable to locate,100,1,,,Jacob unable to provide consent for database input.,,28-Nov-2022 14:48:11.000Z[UTC],Jacob,West,,2019-08-04 04:33:32,Lancaster,English,1,Not Known,,White English,Male,Charlene,N,N,5812,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101085,Joel Smith,,2022-12-08 04:29:36,2022-12-08 04:29:36,"Samantha left her home without leaving a note, prompting concern over her unexpected absence.",2,1,199972,Samantha is doing well and engaged in supportive activities.,,,100,1,Samantha expressed indifference towards the police involvement.,The parents' attitude towards police involvement could have been one of concern or disapproval.,Samantha consenting to database entry for support services.,True,28-Nov-2022 14:48:11.000Z[UTC],Samantha,Murphy,,2022-11-03 07:42:36,Exeter,English,1,Not Known,,Mixed,Female,Azure,N,N,5223,,,,,,,left behind no note,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
